,Time,RMSE,Sensitive,Alarm,Fall Elbow,Rise Elbow,Harmonic Mean,Elbow Harmonic Mean
0,12648,152.82857780932756,0.5638629283489096,0.5363321799307958,0.09903381642512077,0.09782608695652174,0.5497530960965669,0.0984262469991998
